Fecha,Último,Apertura,Máximo,Mínimo,Vol.,% var.
07.07.2021,"33.886,0","34.256,0","35.076,0","33.826,0","3,51K","-0,74%"
06.07.2021,"34.140,0","33.668,0","34.858,8","33.668,0","8,81K","1,40%"
05.07.2021,"33.668,0","35.289,0","35.289,0","33.479,2","7,72K","-4,59%"
04.07.2021,"35.289,0","35.494,0","35.782,0","35.289,0","2,93K","1,53%"
03.07.2021,"34.758,0","33.816,0","34.762,0","33.561,6","2,89K","2,79%"
02.07.2021,"33.816,0","33.554,4","33.924,0","32.727,0","5,15K","0,78%"
01.07.2021,"33.554,4","35.043,5","35.043,5","32.821,0","5,82K","-4,25%"
30.06.2021,"35.043,5","35.895,9","35.981,0","34.754,0","3,45K","-2,37%"
29.06.2021,"35.895,9","34.484,0","36.411,0","34.316,7","5,51K","4,09%"
28.06.2021,"34.484,0","34.717,0","35.168,0","34.152,0","6,18K","-0,67%"
27.06.2021,"34.717,0","32.359,0","34.717,0","32.359,0","28,71K","7,29%"
26.06.2021,"32.359,0","31.584,7","32.359,0","30.331,0","20,53K","2,45%"
25.06.2021,"31.584,0","34.656,6","34.915,0","31.584,0","37,67K","-8,87%"
24.06.2021,"34.656,6","33.703,0","35.137,2","32.530,0","4,86K","2,83%"
23.06.2021,"33.703,0","32.553,0","34.196,0","32.553,0","9,14K","3,53%"
22.06.2021,"32.553,0","31.761,0","33.300,0","29.927,0","26,87K","2,49%"
21.06.2021,"31.761,0","35.631,0","35.631,0","31.475,0","23,45K","-10,86%"
20.06.2021,"35.631,0","35.585,8","35.966,0","33.725,0","16,93K","0,13%"
19.06.2021,"35.585,8","35.802,0","36.236,0","35.460,0","11,57K","-0,60%"
18.06.2021,"35.802,0","38.061,0","38.061,0","35.490,0","11,42K","-5,94%"
17.06.2021,"38.061,0","38.332,0","39.324,0","37.733,7","3,54K","-0,71%"
16.06.2021,"38.332,0","40.139,0","40.394,0","38.332,0","6,79K","-4,50%"
15.06.2021,"40.139,0","40.509,0","40.708,8","39.726,0","7,78K","-0,89%"
14.06.2021,"40.500,0","39.004,0","40.732,0","38.812,0","9,73K","3,84%"
13.06.2021,"39.004,0","35.531,0","39.021,1","34.984,0","8,99K","9,77%"
12.06.2021,"35.531,0","37.338,0","37.338,0","35.185,0","7,38K","-4,84%"
11.06.2021,"37.338,0","36.649,2","37.427,0","36.342,0","6,42K","1,88%"
10.06.2021,"36.649,2","37.347,0","37.933,0","36.559,0","9,57K","-1,87%"
09.06.2021,"37.347,0","33.415,0","37.490,0","32.673,0","26,97K","11,77%"
08.06.2021,"33.415,0","33.596,0","33.744,8","31.547,6","12,92K","-0,54%"
07.06.2021,"33.596,0","35.782,0","36.613,3","33.596,0","9,97K","-6,11%"
06.06.2021,"35.782,0","35.543,0","36.238,0","35.496,0","6,51K","0,67%"
05.06.2021,"35.543,0","36.844,0","37.690,3","35.296,0","6,59K","-3,56%"
04.06.2021,"36.854,0","39.209,0","39.209,0","36.532,0","5,93K","-6,01%"
03.06.2021,"39.209,0","37.590,0","39.209,0","37.371,0","5,75K","4,31%"
02.06.2021,"37.590,0","36.672,6","38.053,0","36.192,3","3,97K","2,50%"
01.06.2021,"36.672,6","37.305,0","37.624,8","35.928,0","5,29K","-1,70%"
31.05.2021,"37.305,0","35.615,0","37.305,0","34.527,0","5,98K","4,75%"
30.05.2021,"35.615,0","34.570,0","36.138,0","33.680,0","6,02K","3,02%"
29.05.2021,"34.570,0","35.667,0","36.910,5","33.681,0","7,76K","-3,08%"
28.05.2021,"35.667,0","38.484,7","38.484,7","35.028,0","10,22K","-7,20%"
27.05.2021,"38.435,0","39.301,0","40.120,0","37.381,0","5,55K","-2,20%"
26.05.2021,"39.301,0","38.363,0","40.497,8","38.020,2","8,61K","2,45%"
25.05.2021,"38.363,0","38.772,9","39.761,0","36.760,5","7,77K","-1,06%"
24.05.2021,"38.772,9","34.730,3","39.201,0","34.730,3","15,13K","11,64%"
23.05.2021,"34.730,3","37.585,0","38.186,0","32.623,0","25,99K","-7,60%"
22.05.2021,"37.585,0","37.415,0","38.662,0","36.150,0","13,56K","0,45%"
21.05.2021,"37.415,0","40.550,1","41.500,0","35.188,0","23,31K","-7,79%"
20.05.2021,"40.578,0","36.755,0","41.827,0","35.198,4","25,60K","10,40%"
19.05.2021,"36.755,0","42.935,0","42.935,0","35.303,4","67,82K","-14,39%"
18.05.2021,"42.935,0","43.544,0","45.474,0","42.611,8","10,72K","-1,40%"
17.05.2021,"43.544,0","46.569,0","46.569,0","42.304,0","37,72K","-6,52%"
16.05.2021,"46.582,9","46.784,9","49.460,0","45.340,0","19,06K","-0,43%"
15.05.2021,"46.784,9","49.917,0","50.526,2","46.784,9","9,49K","-6,27%"
14.05.2021,"49.917,0","49.747,0","51.168,0","49.289,0","6,05K","0,34%"
13.05.2021,"49.747,0","49.725,0","51.154,0","48.120,6","21,16K","0,04%"
12.05.2021,"49.725,0","56.715,0","57.688,0","49.725,0","14,96K","-12,32%"
11.05.2021,"56.715,0","55.851,0","56.724,0","54.789,0","7,69K","1,55%"
10.05.2021,"55.851,0","58.276,0","59.454,3","55.448,0","13,49K","-4,16%"
09.05.2021,"58.276,0","58.894,0","58.956,5","56.977,0","8,48K","-1,05%"
08.05.2021,"58.894,0","57.349,0","59.327,0","57.317,0","7,61K","2,69%"
07.05.2021,"57.349,0","56.451,0","58.101,0","55.606,0","6,93K","1,59%"
06.05.2021,"56.451,0","57.487,0","57.843,0","55.897,0","10,44K","-1,79%"
05.05.2021,"57.477,0","52.960,0","57.477,0","52.960,0","7,66K","7,91%"
04.05.2021,"53.264,0","57.147,0","57.147,0","53.264,0","10,03K","-6,79%"
03.05.2021,"57.147,0","56.605,0","58.686,0","56.605,0","7,63K","0,96%"
02.05.2021,"56.605,0","57.774,0","57.774,0","56.385,0","4,20K","-2,02%"
01.05.2021,"57.774,0","57.634,7","58.265,0","57.259,0","4,32K","0,24%"
30.04.2021,"57.637,0","53.566,0","57.637,0","53.339,0","7,86K","7,60%"
29.04.2021,"53.566,0","54.860,0","54.860,0","52.631,0","7,08K","-2,36%"
28.04.2021,"54.860,0","55.044,0","55.575,0","54.090,0","5,76K","-0,33%"
27.04.2021,"55.044,0","54.103,0","55.215,0","53.660,0","7,24K","1,74%"
26.04.2021,"54.103,0","49.129,0","54.214,0","49.129,0","11,01K","10,15%"
25.04.2021,"49.116,3","50.167,0","50.539,0","48.409,8","9,60K","-2,09%"
24.04.2021,"50.167,0","51.139,0","51.139,0","49.572,0","5,98K","-1,90%"
23.04.2021,"51.139,0","51.781,3","51.781,3","48.719,6","17,25K","-1,24%"
22.04.2021,"51.781,3","53.822,0","55.067,0","51.781,3","12,69K","-3,79%"
21.04.2021,"53.822,0","56.476,0","56.476,0","53.822,0","7,10K","-4,70%"
20.04.2021,"56.476,0","55.639,0","56.950,0","54.398,0","8,39K","1,50%"
19.04.2021,"55.639,0","56.173,0","57.359,0","54.912,8","8,57K","-0,93%"
